"Season_ID","Genus","Species","Date","Locale","Cop_ID","Sex","Age","Copula_","Copula","Thor_col","Col_phas","Parasite","Morph","Wing","Thorax","Length","Abdomen","S_4","Eggs","Season","WingSide","WingID","X1","Y1","X2","Y2","X3","Y3","X4","Y4","X5","Y5","X6","Y6","X7","Y7","X8","Y8","X9","Y9","X10","Y10","X11","Y11","X12","Y12","X13","Y13","X14","Y14","X15","Y15","X16","Y16","X17","Y17","GPA COORDS NEXT","X.1","Y.1","X.2","Y.2","X.3","Y.3","X.4","Y.4","X.5","Y.5","X.6","Y.6","X.7","Y.7","X.8","Y.8","X.9","Y.9","X.10","Y.10","X.11","Y.11","X.12","Y.12","X.13","Y.13","X.14","Y.14","X.15","Y.15","X.16","Y.16","X.17","Y.17"
"2021_814","Enallagma cyathigerum","E. cyathigerum","7/8/21","Vomb vattenverk",483,"Female","Mature","Couple",1,NA,NA,28,"Gynochrome",21.45856601,2.898329892,34.77266064,26.22674014,1.276052271,972,2021,"Right","Hindwing",540,316,652,303,946,307,1816,271,1876,287,2007,436,1972,481,1888,525,1705,578,741,490,569,420,665,380,747,446,904,375,964,367,1354,353,1757,324,NA,-0.305814338,-0.02513518,-0.257257491,-0.03203068,-0.129369112,-0.033554458,0.24853886,-0.058867622,0.274806819,-0.052575901,0.333423271,0.010761157,0.318704245,0.030718394,0.282665467,0.050785313,0.203668671,0.075864595,-0.216482345,0.048295502,-0.292050884,0.019765588,-0.250749077,0.001306924,-0.21436124,0.029096388,-0.146872432,-0.003519247,-0.120872735,-0.007663528,0.04855354,-0.018080835,0.223468779,-0.03516641
"2021_814","Enallagma cyathigerum","E. cyathigerum","7/8/21","Vomb vattenverk",483,"Female","Mature","Couple",1,NA,NA,28,"Gynochrome",21.45856601,2.898329892,34.77266064,26.22674014,1.276052271,972,2021,"Left","Forewing",398,323,514,312,831,330,1802,304,1863,326,1971,471,1933,517,1835,563,1568,622,572,504,414,432,528,396,580,466,810,401,859,398,1311,390,1721,348,NA,-0.302243842,-0.024325366,-0.255943244,-0.030852418,-0.128536243,-0.029426198,0.260225963,-0.0575789,0.285081715,-0.04987398,0.331029339,0.006285012,0.316636994,0.025420709,0.278192015,0.045652129,0.172240556,0.074178473,-0.229180069,0.04505758,-0.293838079,0.019077667,-0.248796653,0.002564247,-0.226666566,0.029676583,-0.135657894,-0.000580182,-0.116068436,-0.002678172,0.064965408,-0.014138176,0.228559035,-0.03845901
"2021_284","Enallagma cyathigerum","E. cyathigerum","6/17/21","H<f6>je <c5> 6",173,"Female","Mature","Couple",1,NA,NA,0,"Gynochrome",20.66131444,2.857962913,34.28112553,25.95958493,1.251677951,NA,2021,"Left","Hindwing",511,385,618,370,907,364,1758,286,1818,300,1947,436,1915,481,1833,531,1656,596,708,548,542,482,635,441,716,506,879,428,940,416,1339,382,1701,337,NA,-0.306548769,-0.025287839,-0.258851921,-0.03105285,-0.13031554,-0.031279838,0.248681997,-0.058770902,0.275238713,-0.052039903,0.331441282,0.009513891,0.316835196,0.029250843,0.27995674,0.05078828,0.200708333,0.078191721,-0.220342806,0.048842745,-0.293586653,0.018098758,-0.251893128,0.000656269,-0.21643173,0.030237877,-0.143301886,-0.003062228,-0.116082951,-0.007881413,0.061585322,-0.019627375,0.2229078,-0.036578037
"2021_284","Enallagma cyathigerum","E. cyathigerum","6/17/21","H<f6>je <c5> 6",173,"Female","Mature","Couple",1,NA,NA,0,"Gynochrome",20.66131444,2.857962913,34.28112553,25.95958493,1.251677951,NA,2021,"Left","Forewing",430,316,542,303,843,311,1825,258,1880,278,1979,414,1941,459,1854,505,1607,567,609,491,440,422,558,381,614,451,827,378,876,372,1306,352,1747,302,NA,-0.299923024,-0.023989779,-0.254623037,-0.029911237,-0.132624928,-0.028432105,0.264888227,-0.055648228,0.287290316,-0.047867814,0.32820448,0.006657911,0.313074145,0.025113697,0.278094722,0.044261687,0.178389701,0.070825543,-0.226372585,0.045864022,-0.295247236,0.018896398,-0.247683859,0.00159584,-0.224579879,0.029627936,-0.13871566,-0.00119265,-0.118897586,-0.003910367,0.055180936,-0.01452826,0.233545268,-0.037362592
"2021_284","Enallagma cyathigerum","E. cyathigerum","6/17/21","H<f6>je <c5> 6",173,"Female","Mature","Couple",1,NA,NA,0,"Gynochrome",20.66131444,2.857962913,34.28112553,25.95958493,1.251677951,NA,2021,"Right","Hindwing",547,352,645,337,922,331,1774,259,1831,271,1967,410,1934,455,1854,504,1681,569,735,519,564,451,661,407,745,477,893,397,945,387,1349,352,1720,311,NA,-0.301154989,-0.025934163,-0.257248777,-0.031944677,-0.133404742,-0.032667244,0.24787841,-0.058821726,0.273268685,-0.053054857,0.333064873,0.010029674,0.317999336,0.029909043,0.281898109,0.051243678,0.204108551,0.079070393,-0.218313324,0.050029995,-0.294255136,0.018431066,-0.250592203,-0.000546627,-0.213547971,0.031330146,-0.146828491,-0.003375038,-0.12351844,-0.007476008,0.057273091,-0.020260311,0.223373017,-0.035963344
"2021_725","Enallagma cyathigerum","E. cyathigerum","6/29/21","Krutladan",441,"Female","Mature","Couple",1,NA,NA,9,"Gynochrome",18.92510013,2.312171238,33.07522057,25.49457949,1.247451677,767,2021,"Left","Forewing",384,366,496,352,789,353,1748,279,1808,297,1922,429,1889,472,1806,521,1560,588,569,528,409,461,514,425,571,489,773,417,827,409,1257,382,1675,322,NA,-0.301093076,-0.023076498,-0.255053667,-0.028505049,-0.134714328,-0.027254846,0.259349974,-0.054895913,0.283941536,-0.047331455,0.330388446,0.00721392,0.316712279,0.024782119,0.28248133,0.044670525,0.181257202,0.071482549,-0.225572216,0.043991839,-0.291097476,0.016014765,-0.247869876,0.001529032,-0.224637599,0.027978761,-0.141469176,-0.001013532,-0.119268304,-0.00414426,0.057400345,-0.014000307,0.229244606,-0.03744165
"2021_725","Enallagma cyathigerum","E. cyathigerum","6/29/21","Krutladan",441,"Female","Mature","Couple",1,NA,NA,9,"Gynochrome",18.92510013,2.312171238,33.07522057,25.49457949,1.247451677,767,2021,"Right","Forewing",515,315,626,307,917,324,1886,313,1945,336,2043,474,2008,516,1922,557,1669,610,690,487,532,412,638,382,692,448,901,389,952,385,1400,381,1809,352,NA,-0.300736782,-0.022430047,-0.255458788,-0.028282686,-0.135870581,-0.028074714,0.260732733,-0.055071564,0.28543249,-0.047021564,0.328782485,0.007231729,0.315422543,0.025249021,0.281148526,0.044040888,0.178759028,0.071620656,-0.225062815,0.04395958,-0.291521404,0.016907056,-0.248802084,0.002157771,-0.225146514,0.027938141,-0.140916299,-0.001078987,-0.120119998,-0.003901255,0.063257037,-0.015936967,0.230100424,-0.03730706
"2021_725","Enallagma cyathigerum","E. cyathigerum","6/29/21","Krutladan",441,"Female","Mature","Couple",1,NA,NA,9,"Gynochrome",18.92510013,2.312171238,33.07522057,25.49457949,1.247451677,767,2021,"Right","Hindwing",597,305,698,297,972,307,1826,285,1879,301,2000,445,1965,490,1881,533,1728,582,771,470,617,396,707,365,780,432,947,368,998,362,1371,353,1764,330,NA,-0.302081393,-0.024216218,-0.256818954,-0.029898081,-0.133371694,-0.031053294,0.250268135,-0.058568683,0.27443731,-0.052465334,0.331828919,0.009805611,0.317016743,0.030767938,0.280123053,0.051842548,0.212298645,0.077039814,-0.220415548,0.046407024,-0.291208468,0.016302029,-0.251366263,0.000501355,-0.21715174,0.029129488,-0.14335512,-0.003100386,-0.120541282,-0.006850846,0.047029469,-0.018594173,0.223308188,-0.037048791
"2021_725","Enallagma cyathigerum","E. cyathigerum","6/29/21","Krutladan",441,"Female","Mature","Couple",1,NA,NA,9,"Gynochrome",18.92510013,2.312171238,33.07522057,25.49457949,1.247451677,767,2021,"Left","Hindwing",445,362,544,349,825,347,1663,296,1721,311,1854,447,1823,486,1757,527,1590,586,633,519,474,451,559,415,642,479,781,409,843,398,1230,376,1609,342,NA,-0.302889643,-0.023839063,-0.258319607,-0.029874888,-0.131751194,-0.031288365,0.245603739,-0.055794631,0.271755659,-0.049143965,0.331905673,0.011872896,0.318014764,0.02950012,0.288354348,0.048092546,0.213218756,0.074973626,-0.217923909,0.046536183,-0.289667013,0.016198865,-0.251441503,-0.000172465,-0.213943987,0.028502638,-0.151443997,-0.003280109,-0.123543576,-0.008346174,0.050713096,-0.018962968,0.221358395,-0.034974248
"2021_552","Enallagma cyathigerum","E. cyathigerum","6/24/21","Vombs Vattenverk",333,"Female","Mature","Couple",1,NA,NA,46,"Gynochrome",22.08777176,2.842213038,35.68430637,27.19211094,1.242502855,1040,2021,"Right","Hindwing",491,347,595,334,888,335,1752,287,1804,305,1928,452,1897,493,1821,540,1648,603,684,522,517,447,614,408,699,478,853,401,914,392,1294,368,1683,338,NA,-0.305226384,-0.025545551,-0.259386367,-0.031940763,-0.130004541,-0.033345499,0.251190215,-0.059986418,0.274265984,-0.052366531,0.32994493,0.011759988,0.316515433,0.030060861,0.283251524,0.051293898,0.20724843,0.080201663,-0.218904547,0.050508316,-0.293116332,0.018445676,-0.25053083,0.000614039,-0.212560151,0.030986063,-0.145038783,-0.003982168,-0.118163172,-0.008340007,0.049470602,-0.021331374,0.221043988,-0.037032195
"2021_552","Enallagma cyathigerum","E. cyathigerum","6/24/21","Vombs Vattenverk",333,"Female","Mature","Couple",1,NA,NA,46,"Gynochrome",22.08777176,2.842213038,35.68430637,27.19211094,1.242502855,1040,2021,"Left","Forewing",438,355,554,337,863,335,1825,262,1887,281,2003,426,1971,476,1881,529,1653,597,641,532,463,461,578,419,645,486,845,406,910,397,1327,368,1743,312,NA,-0.304516015,-0.024111946,-0.257474812,-0.031156527,-0.132263852,-0.031304869,0.257686728,-0.058822862,0.282768412,-0.050991482,0.329462428,0.008011542,0.316389044,0.028203164,0.279807642,0.049486147,0.187275773,0.076551075,-0.222639945,0.048042911,-0.294613035,0.018892504,-0.247926167,0.002120613,-0.220920254,0.029412556,-0.139709351,-0.002574278,-0.113353343,-0.006081668,0.055672709,-0.016938811,0.224354039,-0.038738069
"2021_552","Enallagma cyathigerum","E. cyathigerum","6/24/21","Vombs Vattenverk",333,"Female","Mature","Couple",1,NA,NA,46,"Gynochrome",22.08777176,2.842213038,35.68430637,27.19211094,1.242502855,1040,2021,"Left","Hindwing",530,386,639,368,919,359,1763,285,1836,299,1970,445,1942,493,1874,539,1721,603,742,559,561,487,652,443,739,511,882,430,950,417,1331,380,1714,339,NA,-0.305030499,-0.026439728,-0.256723754,-0.033420401,-0.132952656,-0.034906315,0.240522731,-0.060095914,0.272638214,-0.053262677,0.330529547,0.012418603,0.317734314,0.033373781,0.287280385,0.053092764,0.219094038,0.080004721,-0.212929705,0.05185812,-0.292236638,0.018449027,-0.251644672,-0.000176741,-0.213823912,0.03063158,-0.149916769,-0.003873719,-0.11977229,-0.009009648,0.048843251,-0.021965203,0.218388415,-0.036678249
"2021_552","Enallagma cyathigerum","E. cyathigerum","6/24/21","Vombs Vattenverk",333,"Female","Mature","Couple",1,NA,NA,46,"Gynochrome",22.08777176,2.842213038,35.68430637,27.19211094,1.242502855,1040,2021,"Right","Forewing",425,342,537,323,852,311,1810,214,1889,232,2010,375,1982,427,1892,482,1655,556,645,512,455,447,561,402,628,464,835,387,898,375,1324,333,1735,267,NA,-0.303717157,-0.023983559,-0.258625639,-0.030263989,-0.132298122,-0.031328883,0.252611178,-0.058805263,0.284042363,-0.050656523,0.330816228,0.008065527,0.318981886,0.028563613,0.28227575,0.049527121,0.186457454,0.076355181,-0.217608431,0.046729773,-0.292946933,0.018434436,-0.249950213,0.001667254,-0.223846079,0.027300013,-0.140010674,-0.001086502,-0.11463204,-0.005144911,0.056512793,-0.016908674,0.221937636,-0.038464614
"2021_540","Enallagma cyathigerum","E. cyathigerum","6/24/21","Vombs Vattenverk",321,"Female","Mature","Couple",1,NA,NA,6,"Gynochrome",22.75581318,3.778167856,35.79802469,26.64230908,1.23895588,0,2021,"Left","Hindwing",465,321,565,309,854,311,1719,262,1783,278,1925,433,1890,478,1795,529,1604,583,645,494,479,422,577,382,656,450,817,376,880,368,1271,345,1656,313,NA,-0.300039865,-0.024807333,-0.256544564,-0.030896473,-0.130530214,-0.032502905,0.246163258,-0.061284334,0.274202051,-0.054857522,0.337436782,0.011499239,0.32256438,0.031418821,0.281585678,0.054468243,0.19877283,0.079649816,-0.220079665,0.049071603,-0.293068683,0.019105583,-0.250686041,0.000826542,-0.215661781,0.029794848,-0.146100692,-0.003847024,-0.1187049,-0.00787484,0.051558332,-0.021254967,0.219133093,-0.038509296
"2021_540","Enallagma cyathigerum","E. cyathigerum","6/24/21","Vombs Vattenverk",321,"Female","Mature","Couple",1,NA,NA,6,"Gynochrome",22.75581318,3.778167856,35.79802469,26.64230908,1.23895588,0,2021,"Right","Hindwing",471,349,572,333,861,329,1717,257,1784,271,1932,419,1897,466,1815,514,1628,580,662,516,498,449,591,408,674,473,830,396,894,385,1279,351,1659,308,NA,-0.302670621,-0.025413834,-0.258366338,-0.031986478,-0.131775685,-0.032495579,0.243430619,-0.060348169,0.272712779,-0.053928294,0.336891449,0.011526224,0.321361639,0.031960698,0.285241518,0.052631497,0.203051129,0.080732969,-0.219736781,0.048547289,-0.291275807,0.018498627,-0.250367485,0.000942125,-0.214297246,0.029766612,-0.145637713,-0.003284972,-0.117563188,-0.007826773,0.051194725,-0.021061052,0.217807005,-0.03826089
"2021_540","Enallagma cyathigerum","E. cyathigerum","6/24/21","Vombs Vattenverk",321,"Female","Mature","Couple",1,NA,NA,6,"Gynochrome",22.75581318,3.778167856,35.79802469,26.64230908,1.23895588,0,2021,"Left","Forewing",429,324,541,316,851,333,1870,301,1930,329,2031,475,1989,523,1892,570,1622,629,596,507,440,431,554,396,605,469,827,400,883,398,1339,391,1774,345,NA,-0.29767682,-0.023794326,-0.254069594,-0.028935535,-0.132666197,-0.027876368,0.264777499,-0.05871654,0.288720095,-0.048861373,0.330809937,0.006356525,0.315269919,0.025863852,0.278225849,0.045971126,0.173825302,0.073877535,-0.229138377,0.04468558,-0.291450651,0.017804989,-0.247550417,0.002080309,-0.226306621,0.029677816,-0.140833915,-0.001270743,-0.11899527,-0.00306098,0.058984919,-0.014003518,0.228074342,-0.039798348
"2021_540","Enallagma cyathigerum","E. cyathigerum","6/24/21","Vombs Vattenverk",321,"Female","Mature","Couple",1,NA,NA,6,"Gynochrome",22.75581318,3.778167856,35.79802469,26.64230908,1.23895588,0,2021,"Right","Forewing",377,384,493,366,797,363,1787,263,1848,281,1965,426,1927,473,1831,528,1550,610,563,554,400,490,513,448,572,514,784,433,842,426,1268,388,1705,313,NA,-0.300567501,-0.024068464,-0.254083675,-0.030197737,-0.132661703,-0.028624756,0.263548648,-0.059525676,0.287743433,-0.051782364,0.333146164,0.007186853,0.317545545,0.025609883,0.278711401,0.04669764,0.165767055,0.076876795,-0.22783949,0.045511892,-0.292348438,0.018468378,-0.246844795,0.002727075,-0.223881461,0.029620238,-0.138491576,-0.0007906,-0.115268702,-0.003057379,0.055174262,-0.014346093,0.230350831,-0.040305686
"2021_1156","Enallagma cyathigerum","E. cyathigerum","7/15/21","Vombs Vattenverk",683,"Female","Mature","Couple",1,NA,NA,0,"Gynochrome",21.16717116,2.971800484,35.45456948,27.09356457,1.225383742,3,2021,"Left","Hindwing",482,312,588,300,856,304,1691,290,1753,310,1858,457,1825,502,1748,545,1596,604,658,494,469,418,602,386,680,448,836,382,880,376,1251,361,1631,339,NA,-0.302780697,-0.027484166,-0.254647698,-0.035118258,-0.132245086,-0.038748763,0.248557631,-0.062148303,0.277259962,-0.054283683,0.32817923,0.010667667,0.31403539,0.031878329,0.279765965,0.053073351,0.211572023,0.083095284,-0.218747092,0.051991401,-0.306544246,0.021155256,-0.246506593,0.003841774,-0.209647515,0.030551253,-0.1397839,-0.002746704,-0.119822952,-0.006380913,0.049187502,-0.020780595,0.222168074,-0.03856293
"2021_1156","Enallagma cyathigerum","E. cyathigerum","7/15/21","Vombs Vattenverk",683,"Female","Mature","Couple",1,NA,NA,0,"Gynochrome",21.16717116,2.971800484,35.45456948,27.09356457,1.225383742,3,2021,"Left","Forewing",396,397,507,378,799,372,1724,279,1784,295,1897,434,1858,484,1771,536,1561,612,582,573,408,507,523,461,588,530,797,446,835,438,1253,399,1651,329,NA,-0.301734779,-0.026673183,-0.254758719,-0.033310831,-0.131719187,-0.032252663,0.258939742,-0.060057829,0.284010109,-0.052583573,0.329891916,0.007339126,0.312856297,0.027916086,0.275581424,0.048746284,0.186212238,0.078171301,-0.225566918,0.049724239,-0.29802954,0.019794838,-0.249039285,0.001836267,-0.222512249,0.031690225,-0.133471856,-0.001115768,-0.117369392,-0.004018135,0.059125119,-0.015308658,0.227585079,-0.039897728
"2021_1156","Enallagma cyathigerum","E. cyathigerum","7/15/21","Vombs Vattenverk",683,"Female","Mature","Couple",1,NA,NA,0,"Gynochrome",21.16717116,2.971800484,35.45456948,27.09356457,1.225383742,3,2021,"Right","Hindwing",543,362,653,342,948,334,1789,262,1843,277,1976,417,1945,460,1865,510,1698,577,755,532,581,465,678,419,766,488,928,405,973,395,1340,359,1730,315,NA,-0.31027057,-0.02644616,-0.260772059,-0.034416782,-0.128436731,-0.035334075,0.249276241,-0.060006936,0.2733524,-0.05279313,0.331715131,0.011179465,0.317427685,0.030179309,0.281106616,0.051873669,0.205615752,0.080401883,-0.216762022,0.051689866,-0.294167398,0.020076701,-0.250261026,0.000331297,-0.21143291,0.032062488,-0.138045026,-0.003682821,-0.117777966,-0.00775877,0.047089743,-0.020577837,0.22234214,-0.036778166
"2021_1156","Enallagma cyathigerum","E. cyathigerum","7/15/21","Vombs Vattenverk",683,"Female","Mature","Couple",1,NA,NA,0,"Gynochrome",21.16717116,2.971800484,35.45456948,27.09356457,1.225383742,3,2021,"Right","Forewing",382,317,497,304,805,318,1739,288,1798,310,1905,454,1864,497,1771,547,1566,606,571,506,399,430,514,390,580,464,780,392,833,385,1250,374,1660,333,NA,-0.304753002,-0.026568665,-0.257180582,-0.033653851,-0.129051817,-0.032356466,0.258424431,-0.058513749,0.283252197,-0.050242058,0.329807597,0.007998703,0.313410672,0.026460471,0.275518014,0.048591333,0.191234781,0.076102367,-0.223482277,0.049156865,-0.296034511,0.020113652,-0.248858853,0.001814278,-0.220360169,0.031580635,-0.138349108,-0.001255603,-0.116439038,-0.004939974,0.056588336,-0.015623834,0.22627333,-0.038664105
